capacitor,bypassed_component,bypassed_pin,capacitance
C26,U2,1,4700
C27,U3,9,1000
C15,U3,24,100
C15,U3,48,100
C16,U3,24,100
C16,U3,48,100
C17,U3,9,100
C14,J3,A4,100
C14,J3,A9,100
C14,J3,B4,100
C14,J3,B9,100
C1,LED17,3,100
C2,LED18,3,100
C6,LED22,3,100
C7,LED23,3,100
C8,LED24,3,100
C9,LED25,3,100
C10,LED26,3,100
C11,LED27,3,100
C12,LED28,3,100
C13,LED29,3,100
C3,LED19,3,100
C4,LED20,3,100
C5,LED21,3,100
C18,LED1,3,100
C19,LED3,3,100
C20,LED5,3,100
C21,LED7,3,100
